what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1481229597233
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481229603479
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481229607248
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481229608804
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481229611271
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481229617360
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481229624088
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481229633429
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481229636477
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481229647019
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481229649715
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481229655760
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481229661856
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481229668194
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481229673117
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481229681665
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481229684771
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481229688527
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481229690123
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1481229704017
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1481229709551
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1481229710509
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1481229729348
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481229780292
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481229781829
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1481229790203
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481229791744
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481229824838
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481229913938
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481230362457
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481231245254
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481264285620
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481264288819
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481358502705
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481358505441
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481358514709
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1481358522195
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481358533598
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481358535918
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481358539267
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481358541278
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481358543487
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481358605724
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1481358606601
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1481358608422
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1481358609114
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1481358611715
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1481358611715
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481359100931
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481359115176
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481359121435
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481359133969
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1481359135044
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1481359135169
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481359137862
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481359177694
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481359179877
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481359761360
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481359762336
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481359851882
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1481359855704
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1481359857131
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481359860574
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481359868437
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1481359869592
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1481359870836
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481359872762
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481359881664
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1481359887757
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481359891200
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481359893951
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481359899253
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481359946777
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1481359950041
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1481359957707
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1481359962009
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481359972114
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481359972253
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1481359977881
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1481359982641
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1481359992570
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481360015960
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481360016045
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1481360030384
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481360031049
